exmp_name,sex,lab,strain,value,eslim_id,parameter_name
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.438794813096053,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.543992562449157,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.578451812167617,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.453851328080022,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.63044587713776,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.601810006563533,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.496052116213609,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.541956608964223,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.531158061220951,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.617552515175835,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.378455609021719,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.448044936362414,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.505792101559524,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.485275920482358,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.500570257806035,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.289018457888073,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.495996198574142,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.439536451275659,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.483156185927491,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.530002557540999,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.563709985719607,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.600902145111831,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.515387511490141,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.515282243047439,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.516921979606207,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.54911269881509694,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.369017649984388,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.360684127735058,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.374708091719408,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.50232294194074,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.511090452855461,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.409526735390988,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.445234430384713,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.392874677219085,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.450147264792312,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.497344091148171,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.462313762503346,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.46346074591059,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.419876266297584,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.375082208322389,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.503691137503927,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.451990031969733,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.524504201127122,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.45468295987424,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.435425068180508,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.454441320744494,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.519942141973508,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.463874807464255,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.477789593859054,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.450119709632893,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.469776858731888,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.492143746277447,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.504259721770438,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.489543026709604,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.538997999996289,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.513865860901461,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.43135976168391,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.492047551563871,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.483856032307132,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.515875474315265,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.501790451284199,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.547906132471612,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.538226649284481,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.532752843258485,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.519174774040496,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.552830251523919,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.508434646734465,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.513569873532317,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.506703649088893,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.490188180192056,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.415727356569182,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.470206099492552,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.505716179294276,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.526064091152399,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.454477608909394,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.50867808091169,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.585284160045358,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.502365360071731,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.585509508035523,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.538153699234707,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.48137945635434,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.482170781984973,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.429103708909629,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.480615812265889,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.540054760186409,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.535950055508907,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.427433413527768,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.392017474100326,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.440846246439731,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.542254585964932,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.402649429404786,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.536471488524786,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.526802444944972,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.55237135877958,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.526851845398685,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.57619960690719,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.53686746688545,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.437356238094302,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.409850719164917,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.461416742219005,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.465457474964148,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.352665569626523,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.345694243515856,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.404756153751861,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.407271183611117,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.441607467101724,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.39149435628116,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.349147180999647,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.459864312596661,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.51809768383964,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.53721611945287,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.532138308149301,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.572423997575224,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.425996992947133,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.468275779856272,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.466752319758563,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.503113071784067,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.453126970064683,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.538637875571334,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.489144412213816,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.462142331971439,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.512119689135265,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.374691275585648,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.399902489364595,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.47982907060744,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.392044103386341,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.428559925798015,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.507518844970312,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.491250095165385,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.458609190924037,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.514449592282859,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.413412971494606,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.492926779552501,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.453811557807864,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.347749615384403,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.522536555659028,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.527050648420055,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.369959819439895,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.385475651630554,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.399803034005496,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.445764318895086,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.46309826171127,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.431942633922608,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.439156835310576,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.388726889988331,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.457456901795131,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.358173742756222,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.457770246958013,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Tnfaip1,0.411363361275649,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.344346045425238,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.427807235796685,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.300311536574937,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.371008348962661,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.385841687742525,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.350140023419203,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.543299187372851,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.38539376876125,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.506153462894407,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.325667146024895,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Ttll4,0.296748366465597,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.515913256274735,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.504857374908994,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.40846936482434,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.54055591200171,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.570669986069006,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.468159591378837,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.530673799993932,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.476101497582186,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,Slc38a10,0.419217912308146,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.505331825635394,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.622144284712156,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.452404713724338,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.472599943927208,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.475919947049921,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.444088151159204,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.43203615936632,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.412648333329968,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.456479758587388,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.370114840286093,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.419463044856159,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.463054465478954,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.424773889263453,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.438126371039224,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.55311624817935,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.538171771834978,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.452899196289859,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.470435152810672,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.446249025769245,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.60237423998707,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.490669344874937,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.558974672055899,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.504090618837526,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.346235245172989,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.474320196702607,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Fat/Body weight,male,MRC_Harwell,baseline,0.52086794391669,ESLIM_005_001_703,Fat/Body weight
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.6583663115246,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.81602586420849,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.69360230410859,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.36505082690639,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.65591285167362,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.61733712433509,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.74995117559204,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.68079053921191,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.39395832148161,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.55111334291894,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.34497561703678,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.56263298746033,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.80399337511842,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.0289864869086,ESLIM_007_001_701,Distance travelled - total
MRC_Harwell ; male ; Distance travelled - total,male,MRC_Harwell,baseline,8.56659650090699,ESLIM_007_001_701,Distance travelled - total
